Date,CLEBI
2024-08-13,1911.4798583984375
2024-08-14,1905.7908935546875
2024-08-15,1930.4429931640625
2024-08-16,1885.879638671875
2024-08-19,1989.228515625
2024-08-20,1896.309326171875
2024-08-21,1867.86474609375
2024-08-22,1796.753173828125
2024-08-23,1730.38232421875
2024-08-26,1737.0194091796875
2024-08-27,1752.1898193359375
2024-08-28,1735.123046875
2024-08-29,1761.67138671875
2024-09-02,1821.4051513671875
2024-09-03,1774.945556640625
2024-09-04,1766.4122314453125
2024-09-05,1755.0343017578125
2024-09-06,1738.9156494140625
2024-09-09,1728.4859619140625
2024-09-10,1741.7601318359375
2024-09-11,1714.263671875
2024-09-12,1737.967529296875
2024-09-13,1805.2864990234375
2024-09-16,1788.2197265625
2024-09-17,1817.612548828125
